Sample	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
E478	46.131	-124.031	E478	CR3	NA	Line5	day	oversat_arg	surface	upper100	southBound	near	shelf	4.8	25.2	3	12.4	16.562	28.529	289.3	1819.2	2053	8.0412	144.3792916	14.4	0.1	0	0.16	0.03	10.065	2.591866044	46.131	NA	NA	NA	NA	NA	NA	NA	NA	1000
E479	46.131	-124.031	E479	CR3	NA	Line5	day	oversat_arg	surface	upper100	southBound	near	shelf	4.1	25.9	3	12.4	16.564	28.52	289.2	1818.3	2051.6	8.0382	115.1100008	14.9	0.1	0	0.15	0.03	10.154	2.587383797	46.131	2.2	269000	11100	693	0	7780000	2980000	6260000	1000
E486.PCR1	46.129	-124.269	E486	CR13	NA	Line5	day	undersat_arg	benthic	upper100	southBound	near	shelf	87.7	10.3	13	14.9	7.339	33.924	60.7	2266.1	2264.4	7.3073	44.58670897	59.2	2.65	32.9	0.14	0.01	7.367	0.614098098	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
E487	46.129	-124.269	E487	CR13	NA	Line5	day	oversat_arg	benthic	upper100	southBound	near	shelf	78.2	19.8	13	14.9	7.337	33.924	60.8	2263.5	NA	7.309	44.01245588	58.4	2.63	33	0.11	0.01	8.174	NA	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
E488	46.129	-124.27	E488	CR13	NA	Line5	day	oversat_arg	pelagic	upper100	southBound	near	shelf	51	47	13	15	7.618	33.662	88.1	2230	NA	7.3491	48.39882735	41.3	2.38	31	0.09	0.01	11.059	NA	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
E489	46.129	-124.27	E489	CR13	NA	Line5	day	undersat_arg	pelagic	upper100	southBound	near	shelf	32.6	65.4	13	15.1	7.861	33.18	132.2	2188.2	2218.7	7.4179	55.63290812	33.6	2.17	27.2	0.15	0.01	11.327	0.778396955	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
E490	46.129	-124.27	E490	CR13	NA	Line5	day	oversat_arg	pelagic	upper100	southBound	near	shelf	10.8	87.2	13	15.2	13.095	31.814	263.4	1951.1	2173.2	7.9527	154.937961	6.4	0.36	0.2	0.1	0.02	7.618	2.404802224	46.129	1.9	NA	NA	NA	NA	NA	NA	NA	1000
E491	46.129	-124.27	E491	CR13	NA	Line5	day	oversat_arg	surface	upper100	southBound	near	shelf	3.3	94.7	13	15.2	15.448	30.059	288.8	1877.9	2110.9	8.0076	142.9735713	9.2	0.18	0	0.09	0.01	11.39	2.556654099	46.129	2.5	NA	NA	NA	NA	NA	NA	NA	1000
E492.1B.PCR1	46.129	-124.526	E492	CR24	NA	Line5	night	undersat_arg	benthic	deep	southBound	offshore	shelf	131	10	24	1	6.743	33.992	37	2288.7	2275.9	7.2632	42.05407508	66.7	2.89	35.7	0.34	0.01	10.881	0.560668111	46.129	NA	NA	NA	NA	NA	NA	NA	NA	1000
E494.PCR1	46.128	-124.526	E494	CR24	NA	Line5	night	undersat_arg	pelagic	upper100	southBound	offshore	shelf	79.7	61.3	24	1.2	7.542	33.753	74.2	2251	2249.6	7.3108	45.28888069	45.9	2.55	32.7	0.15	0.14	7.508	0.612787792	46.128	NA	NA	NA	NA	NA	NA	NA	NA	1000
E495.PCR1	46.128	-124.526	E495	CR24	NA	Line5	night	undersat_arg	pelagic	upper100	southBound	offshore	shelf	60.4	80.6	24	1.2	7.729	33.262	162.5	2167.5	2221.7	7.4879	64.44123382	29.8	1.96	24.4	0.1	0.01	4.778	0.921586894	46.128	NA	566	131	61	17.4	1020000	733000	176000	1000
E496.1T.PCR1	46.128	-124.526	E496	CR24	NA	Line5	night	oversat_arg	pelagic	upper100	southBound	offshore	shelf	20.5	120.5	24	1.4	13.362	31.8	309.3	NA	2177.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.128	2.3	NA	NA	NA	NA	NA	NA	NA	1000
E496.2T.PCR1	46.128	-124.526	E496	CR24	NA	Line5	night	oversat_arg	pelagic	upper100	southBound	offshore	shelf	20.5	120.5	24	1.4	13.362	31.8	309.3	NA	2177.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.128	2.3	NA	NA	NA	NA	NA	NA	NA	1000
E496.3B.PCR1	46.128	-124.526	E496	CR24	NA	Line5	night	oversat_arg	pelagic	upper100	southBound	offshore	shelf	20.3	120.7	24	1.4	13.555	31.779	309.5	NA	2177.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.128	NA	NA	NA	NA	NA	NA	NA	NA	1000
E497.PCR1	46.128	-124.526	E497	CR24	NA	Line5	night	oversat_arg	pelagic	upper100	southBound	offshore	shelf	10.7	130.3	24	1.4	16.525	31.589	264.4	1923.7	2162.6	7.9885	157.9194702	1.1	0.26	0	0.07	0.01	3.193	2.615791928	46.128	NA	NA	NA	NA	NA	NA	NA	NA	1000
E498.1B.PCR1	46.128	-124.527	E498	CR24	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	shelf	3.2	137.8	24	1.5	16.532	31.587	264.1	1926.4	2159.7	7.9825	159.1329421	1	0.3	0	0.07	0.01	3.563	2.562827442	46.128	0.5	851.5	191	91.1	0	943000	605000	206000	350
E498.2B.PCR1	46.128	-124.527	E498	CR24	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	shelf	3.2	137.8	24	1.5	16.531	31.588	264.1	1926.4	2159.7	7.9825	159.1329421	1	0.3	0	0.07	0.01	3.563	2.562827442	46.128	0.5	NA	NA	NA	NA	NA	NA	NA	1000
E498.3B.PCR1	46.128	-124.527	E498	CR24	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	shelf	3.2	137.8	24	1.5	16.532	31.587	264.1	1926.4	2159.7	7.9825	159.1329421	1	0.3	0	0.07	0.01	3.563	2.562827442	46.128	0.5	NA	NA	NA	NA	NA	NA	NA	1000
E499	46.128	-124.669	E499	CR30	NA	Line5	night	undersat_arg	benthic	deep	southBound	offshore	shelf	345.2	9.8	30	6.3	6.461	34.014	40.3	2291.1	2280.9	7.2815	43.24387721	67.9	2.91	36.3	0.48	0.07	30.996	0.546329388	46.128	NA	NA	NA	NA	NA	NA	NA	NA	1000
E501	46.127	-124.67	E501	CR30	NA	Line5	night	undersat_arg	pelagic	deep	southBound	offshore	shelf	199.4	155.6	30	6.4	6.609	33.998	39.1	2289.5	2279.1	7.2701	42.24564829	65.7	2.9	36.5	0.38	0.01	26.73	0.562826392	46.127	NA	NA	NA	NA	NA	NA	NA	NA	1000
E502	46.127	-124.671	E502	CR30	NA	Line5	night	undersat_arg	pelagic	upper100	southBound	offshore	shelf	99.7	255.3	30	6.6	7.681	33.708	83.6	2236.2	2246	7.3467	47.78504219	44.2	2.42	30.9	0.09	0.01	11.987	0.663602322	46.127	NA	NA	NA	NA	NA	NA	NA	NA	1000
E503	46.126	-124.672	E503	CR30	NA	Line5	night	oversat_arg	pelagic	upper100	southBound	offshore	shelf	25.7	329.3	30	6.8	10.651	31.991	270.1	2007.7	2162.1	7.8099	118.2045854	9.1	0.86	4.4	0.37	0.39	5.508	1.736280136	46.126	NA	NA	NA	NA	NA	NA	NA	NA	1000
E504	46.126	-124.673	E504	CR30	NA	Line5	night	oversat_arg	pelagic	upper100	southBound	offshore	shelf	10.9	344.1	30	6.9	16.138	31.344	271.7	1941.8	2145.1	7.9264	140.826885	1.9	0.35	0	0.08	0.02	3.776	2.262168716	46.126	NA	NA	NA	NA	NA	NA	NA	NA	1000
E505	46.126	-124.673	E505	CR30	NA	Line5	night	oversat_arg	surface	upper100	southBound	offshore	shelf	3.5	351.5	30	6.9	17.03	31.126	254.1	1932.4	2139.4	7.9383	145.3521876	1.2	0.29	0	0.08	0.01	3.291	2.315034945	46.126	0.2	NA	NA	NA	NA	NA	NA	NA	1000
E506	46.128	-125.189	E506	CR50	NA	Line5	day	undersat_arg	benthic	deep	southBound	offshore	slope	1350.6	10.4	50	1.6	2.923	34.488	27.1	2384	2391.9	7.3244	50.79059462	149.3	3.22	43.5	0.04	0.05	3.778	0.513058281	46.128	NA	NA	NA	NA	NA	NA	NA	NA	1000
E516	47.118	-126.087	E516	C77	NA	Line4	day	undersat_arg	benthic	deep	offshoreW	offshore	plain	2471.9	10.1	77	10.8	1.762	34.637	76.6	2391.6	2437.5	7.4456	NA	192.2	3	39.6	0.04	0.04	1.671	0.533394261	47.118	NA	NA	NA	NA	NA	NA	NA	NA	1000
E520.1B	47.116	-125.197	E520	C41	NA	Line4	night	undersat_arg	benthic	deep	offshoreW	offshore	slope	1548	10	41	1.3	2.559	34.53	37.8	2389.6	2401.5	7.3506	NA	158.8	3.16	43	0	0.05	3.165	0.50611351	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E522.1B	47.116	-125.197	E522	C41	NA	Line4	night	undersat_arg	pelagic	upper100	offshoreW	offshore	slope	99.4	1458.6	41	2.1	7.645	33.582	149.2	2184.2	2239.3	7.4889	NA	33.4	2.01	26.2	0.01	0.05	1.042	0.924690657	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E522.2T	47.116	-125.197	E522	C41	NA	Line4	night	undersat_arg	pelagic	upper100	offshoreW	offshore	slope	99.8	1458.2	41	2.1	7.655	33.577	149.7	2184.2	2239.3	7.4889	NA	33.4	2.01	26.2	0.01	0.05	1.042	0.924690657	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E522.3T	47.116	-125.197	E522	C41	NA	Line4	night	undersat_arg	pelagic	upper100	offshoreW	offshore	slope	99.8	1458.2	41	2.1	7.655	33.577	149.7	2184.2	2239.3	7.4889	NA	33.4	2.01	26.2	0.01	0.05	1.042	0.924690657	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E523.1B	47.116	-125.198	E523	C41	NA	Line4	night	oversat_arg	surface	upper100	offshoreW	offshore	slope	3.8	1554.2	41	2.4	15.921	31.808	273.4	1935.1	2152.8	7.9548	NA	2.5	0.35	0	0	0.03	3.733	2.393392978	47.116	0.4	NA	NA	NA	NA	NA	NA	NA	1000
E523.2B	47.116	-125.198	E523	C41	NA	Line4	night	oversat_arg	surface	upper100	offshoreW	offshore	slope	4	1554	41	2.4	15.924	31.807	272	1935.1	2152.8	7.9548	NA	2.5	0.35	0	0	0.03	3.733	2.393392978	47.116	0.4	NA	NA	NA	NA	NA	NA	NA	1000
E523.3B	47.115	-125.198	E523	C41	NA	Line4	night	oversat_arg	surface	upper100	offshoreW	offshore	slope	3.9	1554.1	41	2.4	15.924	31.807	272	1935.1	2152.8	7.9548	NA	2.5	0.35	0	0	0.03	3.733	2.393392978	47.115	0.4	NA	NA	NA	NA	NA	NA	NA	1000
E524	47.116	-125.054	E524	C35	NA	Line4	night	undersat_arg	benthic	deep	offshoreW	offshore	slope	1077	12	35	6.8	3.558	34.408	18	2371.7	2370.6	7.3099	NA	131.1	3.25	43.6	0	0.02	6.49	0.507499741	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E528	47.115	-124.982	E528	C32	NA	Line4	day	undersat_arg	benthic	deep	OCNMS	offshore	slope	391.6	11.4	32	1	6.161	34.028	58.8	2279.1	2285.7	7.3322	NA	66	2.73	36.5	0.09	0.07	9.247	0.613153462	47.115	NA	NA	NA	NA	NA	NA	NA	NA	1000
E529	47.115	-124.982	E529	C32	NA	Line4	day	undersat_arg	pelagic	deep	OCNMS	offshore	slope	298.4	104.6	32	1.1	6.594	33.992	65.9	2266.6	2277.2	7.3389	NA	60.4	2.64	34.8	0.1	0.08	12.396	0.644068078	47.115	NA	NA	NA	NA	NA	NA	NA	NA	1000
E531	47.115	-124.982	E531	C32	NA	Line4	day	oversat_arg	surface	upper100	OCNMS	offshore	slope	3.6	399.4	32	1.7	16.213	31.557	279.8	1905.7	2157.2	8.0253	NA	3.1	0.21	0	0.11	0.11	4.684	2.736121205	47.115	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E532	47.113	-124.824	E532	C26	NA	Line4	day	undersat_arg	benthic	deep	OCNMS	offshore	shelf	130.1	9.9	26	3	6.734	33.972	44.3	2282.6	2277	7.2801	NA	67.2	2.81	34.9	0.37	0.07	55.814	0.591898632	47.113	NA	926	808	61.4	0	1210000	875000	174000	1000
E533	47.113	-124.824	E533	C26	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	99.1	40.9	26	3.1	7.109	33.923	50.9	2271.6	2263.5	7.2749	NA	56.9	2.69	34.9	0.09	0.07	19.98	0.582509279	47.113	NA	NA	NA	NA	NA	NA	NA	NA	1000
E534	47.113	-124.824	E534	C26	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	59.7	80.3	26	3.2	7.592	33.539	124.9	2199.4	2235.7	7.4301	NA	36.4	2.15	27.8	0.25	0.24	7.117	0.811794847	47.113	NA	NA	NA	NA	NA	NA	NA	NA	1000
E535	47.113	-124.824	E535	C26	NA	Line4	day	oversat_arg	surface	upper100	OCNMS	offshore	shelf	3.6	136.4	26	3.4	15.754	31.845	291	1926.8	2166.6	7.9943	NA	3.8	0.28	0	0.12	0.14	4.863	2.611227417	47.113	0.8	NA	NA	NA	NA	NA	NA	NA	1000
E536	47.116	-124.645	E536	C19	NA	Line4	day	undersat_arg	benthic	upper100	OCNMS	offshore	shelf	82.8	10.2	19	5	7.141	33.923	47.5	2278	2266.8	7.273	NA	64	2.74	33.7	0.15	0.08	46.176	0.572341879	47.116	NA	5420	695	145	0	1240000	872000	203000	1000
E537	47.116	-124.645	E537	C19	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	59.1	33.9	19	5	7.409	33.844	82.3	2245.6	2258.2	7.3485	NA	47.5	2.44	32.3	0.11	0.07	34.276	0.68583171	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E538	47.116	-124.645	E538	C19	NA	Line4	day	undersat_arg	pelagic	upper100	OCNMS	offshore	shelf	40.8	52.2	19	5.1	7.636	33.497	99.1	2219.2	2234.1	7.3539	NA	36.2	2.33	29.8	0.46	0.09	20.884	0.69387186	47.116	NA	NA	NA	NA	NA	NA	NA	NA	1000
E539	47.116	-124.645	E539	C19	NA	Line4	day	oversat_arg	surface	upper100	OCNMS	offshore	shelf	3.2	89.8	19	5.3	16.834	31.591	282.5	1888.8	2180.1	8.0916	NA	1	0.1	0	0.11	0.08	5.172	3.154363089	47.116	0.6	NA	NA	NA	NA	NA	NA	NA	1000
E540	47.118	-124.382	E540	C8	NA	Line4	day	undersat_arg	benthic	upper100	OCNMS	near	shelf	40.5	9.5	8	7.1	7.456	33.718	45.2	2269.6	2250.5	7.2372	NA	60.1	2.73	32.2	0.3	0.08	35.233	0.541233979	47.118	3.3	13150	2150	458	0	2470000	1730000	475000	1000
E541	47.118	-124.382	E541	C8	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	20	30	8	7.2	11.838	32.276	230.5	2067.2	2196.2	7.7166	NA	8.7	0.82	3.8	0.32	1.81	35.72	1.538326168	47.118	NA	175500	6340	561	105	7630000	4480000	2250000	1000
E542	47.118	-124.381	E542	C8	NA	Line4	day	oversat_arg	surface	upper100	OCNMS	near	shelf	4.2	45.8	8	7.3	16.831	27.149	330.1	1705.7	1986.8	8.172	NA	0.7	0.1	0	0.13	0.09	15.687	3.093971417	47.118	NA	35300	7190	3010	0	2780000	1340000	891000	1000
E543	47.115	-124.247	E543	C2_5	NA	Line4	day	oversat_arg	benthic	upper100	OCNMS	near	shelf	17.4	9.6	2.5	8.4	14.855	31.377	283	1928.5	2139.7	7.9747	NA	1.6	0.23	0	0.14	0.44	15.441	2.310980466	47.115	3.1	39700	2680	665	0	3980000	2100000	1080000	1000
E544	47.114	-124.247	E544	C2_5	NA	Line4	day	oversat_arg	pelagic	upper100	OCNMS	near	shelf	10.3	16.7	2.5	8.4	16.847	28.428	337	1777.6	2049.8	8.1202	NA	0.6	0.06	0	0.13	0.09	14.668	2.975764296	47.114	NA	28550	3000	1790	11.3	2770000	1580000	826000	1000
E545	47.114	-124.247	E545	C2_5	NA	Line4	day	oversat_arg	surface	upper100	OCNMS	near	shelf	3.8	23.2	2.5	8.5	17.025	27.743	311.8	1707.5	2013.4	8.1993	NA	0.4	0.08	0	0.13	0.1	16.781	3.340159488	47.114	8.8	21800	4970	3410	0	2060000	1010000	759000	1000
E552	44.651	-125.365	E552	NH55	NA	Line6	day	undersat_arg	benthic	deep	waySouth	offshore	plain	2848.8	11.2	55	3.5	1.723	34.645	85.4	2385	2437.2	7.4587	68.62542898	192.1	2.98	39.3	0.03	0.06	1.824	0.514287316	44.651	NA	NA	NA	NA	NA	NA	NA	NA	1000
E555	44.653	-125.12	E555	NH45	NA	Line6	day	undersat_arg	benthic	deep	waySouth	offshore	slope	710.2	9.8	45	7.1	4.427	34.283	16.3	2348.9	2337.7	7.2839	45.06701001	108.4	3.25	42.9	0.03	0.05	4.828	0.506587885	44.653	NA	NA	NA	NA	NA	NA	NA	NA	1000
E557	44.652	-125.123	E557	NH45	NA	Line6	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	716.6	45	7.8	15.897	31.342	265	1932.9	2142.3	7.9407	145.2941952	4.2	0.31	0	0.03	0.06	3.756	2.318977215	44.652	0.5	NA	NA	NA	NA	NA	NA	NA	1000
E560	44.652	-124.883	E560	NH35	NA	Line6	day	undersat_arg	benthic	deep	waySouth	offshore	slope	425.5	10.5	35	9.7	6.289	34.081	50	2280.7	2285.7	7.3274	44.35390099	67.5	2.81	37.1	0.09	0.05	24.892	0.602446376	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E561	44.652	-124.883	E561	NH35	NA	Line6	day	undersat_arg	pelagic	deep	waySouth	offshore	slope	297	139	35	9.8	6.827	34.033	64.9	2266	2278.6	7.3463	48.93332748	59.2	2.67	35.1	0.08	0.05	19.68	0.655775678	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E562	44.652	-124.883	E562	NH35	NA	Line6	day	undersat_arg	pelagic	deep	waySouth	offshore	slope	197.9	238.1	35	9.8	7.114	33.993	74.6	2253	2267	7.355	45.03600072	54.6	2.56	33.9	0.1	0.04	18.634	0.674459155	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E563	44.652	-124.883	E563	NH35	NA	Line6	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	100	336	35	10	7.959	33.727	122.3	2201.1	2243.4	7.4412	58.97264749	37	2.14	28.5	0.07	0.05	7.25	0.846122642	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E564	44.652	-124.884	E564	NH35	NA	Line6	day	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	432.6	35	10.3	15.9	31.223	271.6	1925.2	2137.8	7.9461	147.8851539	3.9	0.29	0	0.07	0.06	3.992	2.350471957	44.652	0.7	NA	NA	NA	NA	NA	NA	NA	1000
E565	44.651	-124.777	E565	NH30	NA	Line6	day	undersat_arg	benthic	deep	waySouth	offshore	slope	245.4	11.6	30	12.8	6.94	34.014	67.3	2263.9	2272.2	7.3463	49.87541314	57.8	2.63	34.7	0.12	0.04	27.766	0.640396117	44.651	NA	NA	NA	NA	NA	NA	NA	NA	1000
E566	44.651	-124.777	E566	NH30	NA	Line6	day	undersat_arg	pelagic	deep	waySouth	offshore	slope	197.9	59.1	30	12.9	7.012	34.004	69.9	2260.5	2269.5	7.3525	50.15321108	56.4	2.6	34.3	0.1	0.05	28.473	0.64988785	44.651	NA	NA	NA	NA	NA	NA	NA	NA	1000
E567	44.651	-124.777	E567	NH30	NA	Line6	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.5	157.5	30	13	7.615	33.832	93.3	2234.5	2252.1	7.3801	53.0255954	45	2.37	31.5	0.07	0.04	10.057	0.70534971	44.651	NA	NA	NA	NA	NA	NA	NA	NA	1000
E568	44.651	-124.777	E568	NH30	NA	Line6	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.1	252.9	30	13.4	15.775	30.973	279.2	1910.9	2134	7.9814	164.7301342	4.9	0.22	0	0.07	0.05	4.745	2.454626795	44.651	0.9	NA	NA	NA	NA	NA	NA	NA	1000
E569	44.653	-124.653	E569	NH25	NA	Line6	day	undersat_arg	benthic	deep	waySouth	offshore	slope	283.1	9.9	25	15	6.888	34.017	67.6	2261.6	2273.9	7.3511	50.51941763	57.8	2.63	34.8	0.12	0.04	24.251	0.655147991	44.653	NA	NA	NA	NA	NA	NA	NA	NA	1000
E570	44.653	-124.654	E570	NH25	NA	Line6	day	undersat_arg	pelagic	deep	waySouth	offshore	slope	199.4	93.6	25	15.1	7.036	34.002	74.2	2254.1	2269.2	7.3613	51.73674861	54.7	2.56	34.1	0.09	0.04	15.035	0.680063217	44.653	NA	NA	NA	NA	NA	NA	NA	NA	1000
E571	44.653	-124.654	E571	NH25	NA	Line6	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.7	193.3	25	15.2	7.481	33.89	85.4	2238.7	2255.4	7.3673	51.72980622	47.9	2.44	32.4	0.08	0.04	11.059	0.700768053	44.653	NA	NA	NA	NA	NA	NA	NA	NA	1000
E572	44.653	-124.655	E572	NH25	NA	Line6	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.4	289.6	25	0.1	15.483	31.286	290.7	1902	2150.7	8.0194	162.9320652	1.6	0.19	0	0.08	0.05	3.533	2.701539272	44.653	1.2	NA	NA	NA	NA	NA	NA	NA	1000
E573.1B.PCR1	44.652	-124.297	E573	NH10	NA	Line6	night	undersat_arg	benthic	upper100	waySouth	near	shelf	70.4	10.6	10	5.7	7.345	33.91	40.3	2280.7	2267.1	7.2555	40.5630478	64.9	2.84	34.1	0.08	0.05	12.114	0.564935014	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E573.2B.PCR1	44.652	-124.297	E573	NH10	NA	Line6	night	undersat_arg	benthic	upper100	waySouth	near	shelf	71.1	9.9	10	5.7	7.343	33.914	39.2	2280.7	2267.1	7.2555	40.5630478	64.9	2.84	34.1	0.08	0.05	12.114	0.564935014	44.652	NA	657	870	60.9	0	1520000	1010000	311000	1000
E573.3B.PCR1	44.652	-124.297	E573	NH10	NA	Line6	night	undersat_arg	benthic	upper100	waySouth	near	shelf	70.5	10.5	10	5.7	7.343	33.914	39.2	2280.7	2267.1	7.2555	40.5630478	64.9	2.84	34.1	0.08	0.05	12.114	0.564935014	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E574.1B.PCR1	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.6	40.4	10	5.8	7.595	33.738	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E574.2B.PCR1	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	39.6	41.4	10	5.8	7.597	33.735	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	1014	1450	180	0	1390000	1050000	200000	1000
E574.3B.PCR1	44.652	-124.298	E574	NH10	NA	Line6	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	40.4	40.6	10	5.8	7.596	33.737	80.9	2241.5	2249.3	7.3326	47.43880807	46.1	2.46	32.4	0.09	0.07	10.822	0.662277854	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E575.1B.PCR1	44.652	-124.298	E575	NH10	NA	Line6	night	oversat_arg	surface	upper100	waySouth	near	shelf	4	77	10	6	13.644	32.721	323.6	1971.6	2217.5	7.9876	168.4537342	2.7	0.32	0	0.04	0.12	5.343	2.64329956	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E575.2B.PCR1	44.652	-124.298	E575	NH10	NA	Line6	night	oversat_arg	surface	upper100	waySouth	near	shelf	4.4	76.6	10	6	13.646	32.721	323.6	1971.6	2217.5	7.9876	168.4537342	2.7	0.32	0	0.04	0.12	5.343	2.64329956	44.652	NA	26700	3010	602	9.27	2840000	1880000	739000	1000
E575.3B.PCR1	44.652	-124.298	E575	NH10	NA	Line6	night	oversat_arg	surface	upper100	waySouth	near	shelf	4	77	10	6	13.644	32.721	323.6	1971.6	2217.5	7.9876	168.4537342	2.7	0.32	0	0.04	0.12	5.343	2.64329956	44.652	7.2	NA	NA	NA	NA	NA	NA	NA	1000
E579	44.652	-124.101	E579	NH1	NA	Line6	day	undersat_arg	benthic	upper100	waySouth	near	shelf	25.1	9.9	1	1.1	8.996	33.615	117.9	2217.8	2252	7.42	56.62306475	39.8	2.32	24	0.54	3.01	12.044	0.819654854	44.652	4.9	3130	7200	294	7.94	3620000	2220000	883000	1000
E580	44.652	-124.101	E580	NH1	NA	Line6	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	10.8	24.2	1	1.2	11.035	33.331	221.4	2144	2244.9	7.6237	85.58350834	23	1.62	14.8	0.42	2.23	9.69	1.308032449	44.652	NA	NA	NA	NA	NA	NA	NA	NA	1000
E581	44.652	-124.101	E581	NH1	NA	Line6	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.7	31.3	1	1.2	11.227	33.293	227.8	2131.1	2242.8	7.6579	92.78002841	20.6	1.48	12.9	0.39	1.98	8.992	1.398460637	44.652	12.4	NA	NA	NA	NA	NA	NA	NA	1000
E583	43.999	-125.105	E583	HH42	NA	Line7	day	undersat_arg	benthic	deep	waySouth	offshore	slope	1418	10	42	8.6	2.62	34.524	36.7	2389.3	2400.9	7.3472	NA	158	3.14	43.1	0.05	0.05	8.437	0.519768464	43.999	NA	NA	NA	NA	NA	NA	NA	NA	1000
E588	44	-125.001	E588	HH37	NA	Line7	day	undersat_arg	benthic	deep	waySouth	offshore	slope	923.5	10.5	37	12.3	4.039	34.356	14.7	2363.1	2357.8	7.2927	NA	120.2	3.28	43.6	0.03	0.02	3.776	0.508362565	44	NA	NA	NA	NA	NA	NA	NA	NA	1000
E590	44	-125.002	E590	HH37	NA	Line7	day	undersat_arg	pelagic	deep	waySouth	offshore	slope	496.3	437.7	37	12.6	6.291	34.15	35.4	2295.9	2299.7	7.3123	NA	71.9	2.96	38	0.07	0.01	16.223	0.592157977	44	NA	NA	NA	NA	NA	NA	NA	NA	1000
E592	44	-125.002	E592	HH37	NA	Line7	day	undersat_arg	pelagic	upper100	waySouth	offshore	slope	99.3	834.7	37	12.9	7.886	33.807	107.8	2223.1	2253.2	7.4101	NA	40.8	2.29	30.2	0.06	0.01	10.224	0.77641944	44	NA	NA	NA	NA	NA	NA	NA	NA	1000
E593	44	-125.002	E593	HH37	NA	Line7	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.3	929.7	37	13.2	14.813	31.619	297	1921.2	2167	8.0078	NA	1.1	0.28	0	0.03	0.01	4.427	2.662349527	44	5.2	NA	NA	NA	NA	NA	NA	NA	1000
E594	44.001	-124.801	E594	HH29	NA	Line7	day	undersat_arg	benthic	deep	waySouth	offshore	shelf	100.5	10.5	29	14.9	7.459	33.87	70.9	2250.5	2260.2	7.3371	NA	52.1	2.56	33.3	0.05	0.01	28.312	0.666362002	44.001	NA	NA	NA	NA	NA	NA	NA	NA	1000
