ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species	Sample	eDNAindex	lat	long	replicates	sites	controls	group1	group2	group3	group4	group5	group6	group7	group8	Depth	Altitude	rough_mi_offshore	hr_afterLD	CTDTEMP	CTDSAL	CTDOXY	DIC	TA	pH	Carbonate	Silicate	Phosphate	Nitrate	Nitrite	Ammonium	Methane	aragonite_sat	degLat	Chl_a	SYNECHOCOCCUS	EUK_PHYTOPLANKTON	LARGE_DIATOM	CRYPTOPHYTE	BACTERIA	BACTERIA_HNA	BACTERIA_LNA	mL_filt
ASV_094044	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	Atherinopsis	Atherinopsis californiensis	E757	0.116882089103149	36.794	-121.847	E757	ML3	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.5	283.5	3	10.2	13.565	33.821	288.2	2053.7	2264.2	7.8805	144.1169739	15.4	0.83	7.1	0.52	0.08	13.631	2.300589415	36.794	12.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E757	0.922792233673063	36.794	-121.847	E757	ML3	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.5	283.5	3	10.2	13.565	33.821	288.2	2053.7	2264.2	7.8805	144.1169739	15.4	0.83	7.1	0.52	0.08	13.631	2.300589415	36.794	12.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E757	0.0197574446279109	36.794	-121.847	E757	ML3	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.5	283.5	3	10.2	13.565	33.821	288.2	2053.7	2264.2	7.8805	144.1169739	15.4	0.83	7.1	0.52	0.08	13.631	2.300589415	36.794	12.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094549	Eukaryota	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoena	Phocoena phocoena	E757	0.266861520747531	36.794	-121.847	E757	ML3	NA	Line13	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.5	283.5	3	10.2	13.565	33.821	288.2	2053.7	2264.2	7.8805	144.1169739	15.4	0.83	7.1	0.52	0.08	13.631	2.300589415	36.794	12.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094044	Eukaryota	Chordata	Actinopteri	Atheriniformes	Atherinopsidae	Atherinopsis	Atherinopsis californiensis	E772_1B	0.142590908157279	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.161	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.429	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094310	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	Sardinops sagax	E772_1B	0.111938599573343	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.161	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.429	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E772_1B	0.864831697054698	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.161	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.429	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E772_1B	0.0437773286032506	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.161	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.429	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E772_1B	0.000140491443766878	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3.1	117.9	11	1.1	14.161	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.429	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094017	Eukaryota	Chordata	Actinopteri	Beloniformes	Belonidae	Cololabis	Cololabis saira	E785	0.490746649649011	35.309	-121.965	E785	CC73_3_60	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.5	2465.5	45	11.5	15.395	33.63	258.2	2037.9	2240.5	7.8844	149.0452467	4.1	0.55	1.5	0.1	0.22	16.272	2.242891314	35.309	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E785	0.240587109125718	35.309	-121.965	E785	CC73_3_60	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.5	2465.5	45	11.5	15.395	33.63	258.2	2037.9	2240.5	7.8844	149.0452467	4.1	0.55	1.5	0.1	0.22	16.272	2.242891314	35.309	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094697	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Stenobrachius	Stenobrachius leucopsarus	E785	0.235922312204944	35.309	-121.965	E785	CC73_3_60	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.5	2465.5	45	11.5	15.395	33.63	258.2	2037.9	2240.5	7.8844	149.0452467	4.1	0.55	1.5	0.1	0.22	16.272	2.242891314	35.309	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093742	Eukaryota	Chordata	Mammalia	Artiodactyla	Delphinidae	Lagenorhynchus	NA	E785	0.198340976737583	35.309	-121.965	E785	CC73_3_60	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.5	2465.5	45	11.5	15.395	33.63	258.2	2037.9	2240.5	7.8844	149.0452467	4.1	0.55	1.5	0.1	0.22	16.272	2.242891314	35.309	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094417	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	E785	0.0176133366144941	35.309	-121.965	E785	CC73_3_60	NA	Line14	day	oversat_arg	surface	upper100	waySouth	offshore	slope	4.5	2465.5	45	11.5	15.395	33.63	258.2	2037.9	2240.5	7.8844	149.0452467	4.1	0.55	1.5	0.1	0.22	16.272	2.242891314	35.309	1.1	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E801	0.798995466553602	34.151	-121.152	E801	CC80_60	NA	Line15	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.9	2184.1	44	9.3	15.813	33.533	257.6	2028.9	2235.3	7.9081	157.725905	2.6	0.47	0.1	0.04	0.06	4.212	2.284208206	34.151	2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E801	0.200792537751541	34.151	-121.152	E801	CC80_60	NA	Line15	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.9	2184.1	44	9.3	15.813	33.533	257.6	2028.9	2235.3	7.9081	157.725905	2.6	0.47	0.1	0.04	0.06	4.212	2.284208206	34.151	2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E801	0.000222158023534566	34.151	-121.152	E801	CC80_60	NA	Line15	day	oversat_arg	surface	upper100	waySouth	offshore	plain	3.9	2184.1	44	9.3	15.813	33.533	257.6	2028.9	2235.3	7.9081	157.725905	2.6	0.47	0.1	0.04	0.06	4.212	2.284208206	34.151	2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E810_3B	0.999521843077592	34.316	-120.805	E810	CCE2	NA	Line15	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.9	825.1	22	0.5	15.011	33.601	282.4	2012.2	2239.2	7.9354	197.5223946	1.7	0.33	0.1	0.03	0.09	11.051	2.468735295	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094270	Eukaryota	Chordata	Mammalia	Artiodactyla	Delphinidae	NA	NA	E810_3B	0.0112389510003404	34.316	-120.805	E810	CCE2	NA	Line15	night	oversat_arg	surface	upper100	waySouth	offshore	slope	3.9	825.1	22	0.5	15.011	33.601	282.4	2012.2	2239.2	7.9354	197.5223946	1.7	0.33	0.1	0.03	0.09	11.051	2.468735295	34.316	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E636	0.819334813353067	41.993	-124.327	E636	B5	NA	Line8	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	19.5	26.5	5	11.9	9.841	33.462	217.1	2145.2	2240.7	7.6123	83.84894603	19.2	1.55	16.4	0.59	1.44	10.781	1.25079548	41.993	9.4	5735	4830	1010	0	1210000	606000	379000	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E636	0.196112444602764	41.993	-124.327	E636	B5	NA	Line8	day	oversat_arg	pelagic	upper100	waySouth	near	shelf	19.5	26.5	5	11.9	9.841	33.462	217.1	2145.2	2240.7	7.6123	83.84894603	19.2	1.55	16.4	0.59	1.44	10.781	1.25079548	41.993	9.4	5735	4830	1010	0	1210000	606000	379000	1000
ASV_094272	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Trachurus symmetricus	E656	0.110489125447371	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E656	0.0376556238720137	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E656	0.0905142088036463	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094052	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius angustimanus	E656	1	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023525	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius productus	E656	0.325196537273256	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E656	0.00150662307198587	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094667	Eukaryota	Chordata	Actinopteri	Osmeriformes	Osmeridae	Allosmerus	Allosmerus elongatus	E656	0.0834594289518215	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094693	Eukaryota	Chordata	Actinopteri	Perciformes	Anoplopomatidae	Anoplopoma	Anoplopoma fimbria	E656	0.0843963170291517	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094054	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Ruscarius	Ruscarius creaseri	E656	0.61619542585625	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_018611	Eukaryota	Chordata	Actinopteri	Perciformes	Liparidae	Liparis	NA	E656	0.280120000954141	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E656	0.122327246031018	40.234	-124.413	E656	CM3	NA	Line9	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	30	66	3	5	8.983	33.986	146.3	2224.6	2232.1	7.445	61.11027183	39.3	2.37	27.4	0.4	2.12	35.378	0.664492635	40.234	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094670	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	NA	E663	0.189251985802604	40.217	-124.458	E663	CM5	NA	Line9	day	undersat_arg	surface	upper100	waySouth	near	shelf	4.9	123.1	5	0.3	9.316	33.943	158.2	2213.3	2263.2	7.4799	64.73830557	35.1	2.24	25.6	0.44	2.35	53.683	0.926686509	40.217	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094061	Eukaryota	Chordata	Actinopteri	Perciformes	Cottidae	Hemilepidotus	NA	E663	1	40.217	-124.458	E663	CM5	NA	Line9	day	undersat_arg	surface	upper100	waySouth	near	shelf	4.9	123.1	5	0.3	9.316	33.943	158.2	2213.3	2263.2	7.4799	64.73830557	35.1	2.24	25.6	0.44	2.35	53.683	0.926686509	40.217	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094494	Eukaryota	Chordata	Actinopteri	Perciformes	Pholidae	Pholis	NA	E663	1	40.217	-124.458	E663	CM5	NA	Line9	day	undersat_arg	surface	upper100	waySouth	near	shelf	4.9	123.1	5	0.3	9.316	33.943	158.2	2213.3	2263.2	7.4799	64.73830557	35.1	2.24	25.6	0.44	2.35	53.683	0.926686509	40.217	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094056	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera musculus	E663	1	40.217	-124.458	E663	CM5	NA	Line9	day	undersat_arg	surface	upper100	waySouth	near	shelf	4.9	123.1	5	0.3	9.316	33.943	158.2	2213.3	2263.2	7.4799	64.73830557	35.1	2.24	25.6	0.44	2.35	53.683	0.926686509	40.217	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_093864	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupea	Clupea pallasii	E690	0.00427110393409628	37.97	-122.829	E690	PR1	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.6	35.4	1	0.1	12.083	33.839	202	2176.7	2272.3	7.5996	NA	26.2	2.04	19	0.6	4.06	21.818	1.28312576	37.97	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094675	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	NA	NA	E690	0.000508086839491905	37.97	-122.829	E690	PR1	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.6	35.4	1	0.1	12.083	33.839	202	2176.7	2272.3	7.5996	NA	26.2	2.04	19	0.6	4.06	21.818	1.28312576	37.97	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E690	0.995260829881345	37.97	-122.829	E690	PR1	NA	Line11	night	oversat_arg	surface	upper100	waySouth	near	shelf	3.6	35.4	1	0.1	12.083	33.839	202	2176.7	2272.3	7.5996	NA	26.2	2.04	19	0.6	4.06	21.818	1.28312576	37.97	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E695_2B	0.00222090612970092	37.861	-123.071	E695	PR15	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	49.7	45.3	15	7.8	9.741	33.932	121.3	2197.4	2251.7	7.4837	NA	29	2.06	25.6	0.04	0.07	10.224	0.946122559	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094455	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Ophiodon	Ophiodon elongatus	E695_2B	1	37.861	-123.071	E695	PR15	NA	Line11	night	undersat_arg	pelagic	upper100	waySouth	near	shelf	49.7	45.3	15	7.8	9.741	33.932	121.3	2197.4	2251.7	7.4837	NA	29	2.06	25.6	0.04	0.07	10.224	0.946122559	37.861	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E715	0.942511656925199	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094671	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	NA	E715	0.0105404872923097	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094615	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys stigmaeus	E715	0.0414605331330744	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094663	Eukaryota	Chordata	Actinopteri	unk_order	Embiotocidae	Cymatogaster	Cymatogaster aggregata	E715	0.0478157590301251	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094621	Eukaryota	Chordata	Actinopteri	unk_order	Embiotocidae	NA	NA	E715	0.00290890031294898	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_023841	Eukaryota	Chordata	Actinopteri	unk_order	Embiotocidae	Phanerodon	Phanerodon vacca	E715	1	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_027165	Eukaryota	Chordata	Chondrichthyes	Myliobatiformes	Myliobatidae	Myliobatis	Myliobatis californica	E715	0.142396446013873	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094297	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	E715	0.000349014659276107	37.81	-122.516	E715	GGTX5	NA	Line12	day	oversat_arg	surface	upper100	waySouth	near	shelf	3.4	38.6	0	8.8	15.916	32.956	219.3	2158.2	2289.7	7.7108	105.961107	30.3	2.17	14.3	1.01	6.94	21.985	1.636128245	37.81	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094272	Eukaryota	Chordata	Actinopteri	Carangiformes	Carangidae	Trachurus	Trachurus symmetricus	E742_3T	1	36.459	-122.783	E742	ML60	NA	Line13	night	oversat_arg	surface	upper100	waySouth	offshore	plain	3.7	2951.3	60	8.9	14.588	33.63	261.9	2056.6	2245	7.8492	123.1733282	3.9	0.69	6.9	0.28	0.37	4.966	2.103103891	36.459	0.8	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E759	0.644684508561413	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094455	Eukaryota	Chordata	Actinopteri	Perciformes	Hexagrammidae	Ophiodon	Ophiodon elongatus	E759	0.0265268251430987	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094692	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys sordidus	E759	0.168135701766213	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094615	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	Citharichthys stigmaeus	E759	0.134830332159699	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094660	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cyclopsettidae	Citharichthys	NA	E759	0.423820903218991	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094080	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus atricaudus	E759	0.143770620272308	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_069064	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Microstomus	Microstomus pacificus	E759	0.0369345300109086	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094694	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	NA	NA	E759	0.0717732863150581	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094621	Eukaryota	Chordata	Actinopteri	unk_order	Embiotocidae	NA	NA	E759	0.248200836867953	36.809	-121.818	E759	ML1	NA	Line13	day	undersat_arg	pelagic	upper100	waySouth	near	shelf	14.9	27.1	1	11.9	10.872	33.889	145	2186.3	2253	7.5281	72.08556354	26.6	1.93	21.4	0.8	0.85	24.057	1.046994274	36.809	NA	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094680	Eukaryota	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinops	NA	E772_2B	0.0806714632372516	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3	118	11	1.1	14.16	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.158	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
ASV_094690	Eukaryota	Chordata	Actinopteri	Clupeiformes	Engraulidae	Engraulis	Engraulis mordax	E772_2B	0.950143467002589	36.736	-121.968	E772	ML11	NA	Line13	night	oversat_arg	surface	upper100	waySouth	near	slope	3	118	11	1.1	14.16	33.838	280.5	2057.5	2262.3	7.879	145.7614419	14.5	0.78	7.8	0.4	0.16	12.158	2.254064727	36.736	5.2	NA	NA	NA	NA	NA	NA	NA	1000
